
1608|1618|5102|0.35

1605|1604|5102|0.4

1608|1606|5102|0.6

1621|1604|5101|0.5

1605|1616|5107|0.5

1602|1610|5107|0.5

1602|1610|5108|0.5

1602|1610|5109|0.5

1616|1612|5107|0.5

1616|1612|5108|0.55

1616|1612|5109|0.55

1623|1616|5109|0.55

1623|1616|5107|0.59999996

1623|1616|5108|0.65

1608|1616|5108|0.65

1608|1616|5107|0.65

1608|1616|5109|0.7
