
1101|1154|0.989

1102|1151|0.9

1103|1151|0.99

1103|1152|0.99

1153|1153|0.8

1105|1153|0.9

1201|1251|0.9

1204|1253|0.9

1203|1252|0.5

1303|1352|0.9

1302|1351|0.9

1301|1353|0.9

1604|5101|0.7

1618|5102|0.7

1607|5102|0.7

1608|5102|0.6

1601|5103|0.3

1615|5103|0.35

1701|5103|0.6

1606|5102|0.65

1610|5103|0.65

1617|5101|0.6

1614|5101|0.35

1612|5101|0.4

1622|5103|0.35

1622|5102|0.3

1604|5104|0.3

1607|5104|0.28

1609|5104|0.5

1611|5104|0.5

1613|5104|0.2

1614|5104|0.2

1615|5104|0.16

1616|5104|0.16

1617|5104|0.39

1618|5104|0.12

1619|5104|0.1

1620|5104|0.52

1621|5104|0.17999999

1622|5104|0.24

1623|5104|0.17999999

1624|5104|0.11

1701|5104|0.34

1702|5104|0.22

1703|5104|0.060000002

1704|5104|0.15

1705|5104|0.1

1706|5104|0.04

1601|5105|0.26

1602|5105|0.24

1603|5105|0.29999998

1604|5105|0.24999999

1605|5105|0.24999999

1606|5105|0.17999999

1607|5105|0.17999999

1608|5105|0.14

1609|5105|0.16000001

1610|5105|0.17

1611|5105|0.44

1612|5105|0.1

1613|5105|0.11

1614|5105|0.07

1615|5105|0.089999996

1616|5105|0.060000002

1617|5105|0.060000002

1618|5105|0.12

1619|5105|0.1

1622|5105|0.24000001

1623|5105|0.080000006

1624|5105|0.1

1701|5105|0.26

1702|5105|0.22

1703|5105|0.07

1704|5105|0.13

1705|5105|0.080000006

1706|5105|0.04

1601|5106|0.1

1602|5106|0.12

1603|5106|0.18

1604|5106|0.14999999

1605|5106|0.19000001

1606|5106|0.09

1607|5106|0.049999997

1608|5106|0.060000002

1609|5106|0.08

1610|5106|0.07

1611|5106|0.1

1701|5106|0.22

1701|5111|0.21

1616|5111|0.17999999

1615|5111|0.17

1609|5111|0.2

1608|5111|0.21000001

1607|5111|0.19

1604|5111|0.1

1603|5111|0.16000001

1602|5111|0.35000002

1601|5111|0.29000002

1152|5111|0.19

1151|5111|0.14999999

1103|5111|0.22

1103|5110|0.21

1151|5110|0.17999999

1152|5110|0.26

1601|5110|0.26

1602|5110|0.14

1604|5110|0.23

1605|5110|0.23

1607|5110|0.17999999

1609|5110|0.26999998

1611|5110|0.39

1610|5110|0.32000002

1152|5112|0.080000006

1609|5112|0.080000006

1602|5107|0.29999998

1602|5108|0.29999998

1602|5109|0.29999998

1601|5107|0.2

1601|5108|0.2

1601|5109|0.2

1603|5107|0.25

1603|5108|0.25

1603|5109|0.25

1604|5107|0.19999999

1604|5108|0.19999999

1604|5109|0.19999999

1605|5107|0.19999999

1605|5108|0.19999999

1605|5109|0.19999999

1606|5107|0.19999999

1606|5108|0.19999999

1606|5109|0.19999999

1607|5107|0.24999999

1607|5108|0.24999999

1607|5109|0.24999999

1608|5107|0.24999999

1608|5108|0.24999999

1608|5109|0.24999999

1609|5107|0.19999999

1609|5108|0.19999999

1609|5109|0.19999999

1610|5109|0.19999999

1610|5108|0.19999999

1610|5107|0.19999999

1611|5107|0.19999999

1611|5108|0.19999999

1611|5109|0.19999999

1612|5109|0.19999999

1612|5108|0.19999999

1612|5107|0.19999999

1613|5107|0.19999999

1613|5108|0.19999999

1613|5109|0.19999999

1614|5109|0.19999999

1614|5108|0.19999999

1614|5107|0.19999999

1615|5107|0.29999998

1615|5108|0.29999998

1615|5109|0.29999998

1616|5109|0.29999998

1616|5108|0.29999998

1616|5107|0.29999998

1617|5107|0.29999998

1617|5108|0.29999998

1617|5109|0.29999998

1618|5109|0.24999999

1618|5108|0.24999999

1618|5107|0.24999999

1601|5104|0.2

1605|5104|0.4

1604|5104|0.4

1620|5104|0.4

1617|5104|0.2

1619|5104|0.2

1601|5106|0.2

1602|5106|0.7

1603|5106|0.5

1609|5106|0.2

1615|5106|0.2

1603|5105|0.2

1611|5105|0.5

1605|5105|0.2

1622|5105|0.2

1610|5105|0.2

1602|5111|0.4

1605|5111|0.2

1615|5111|0.2

1609|5111|0.2

1601|5111|0.2

1615|5112|0.2

1601|5112|0.2

1605|5112|0.2

1151|5112|0.2

1603|5112|0.2

1603|5110|0.4

1605|5110|0.2

1608|5110|0.2
